	ClusterID	Centroid	Sample_n	Seq_n	Samples	Sequences
3291	Cluster_16440	Unassigned_SRR5275903_283538	6	12	SRR5275903,SRR5275906,SRR5275908,SRR5275904,SRR5275919,SRR5275907	SRR5275903_283538,SRR5275903_4740,SRR5275906_255282,SRR5275908_55234,SRR5275904_500022,SRR5275908_338002,SRR5275919_184481,SRR5275919_29555,SRR5275906_317016,SRR5275904_334037,SRR5275907_80053,SRR5275907_280305
3292	Cluster_16443	Unassigned_SRR5275907_93501	7	12	SRR5275907,SRR5275904,SRR5275906,SRR5275908,SRR5275900,SRR5275903,SRR5275927	SRR5275907_93501,SRR5275904_478061,SRR5275906_216009,SRR5275908_170616,SRR5275908_503843,SRR5275900_59119,SRR5275903_69960,SRR5275906_330467,SRR5275903_383405,SRR5275904_419585,SRR5275907_51985,SRR5275927_692577
3293	Cluster_16454	Unassigned_SRR5275904_522846	8	16	SRR5275904,SRR5275902,SRR5275903,SRR5275919,SRR5275900,SRR5275906,SRR5275907,SRR5275908	SRR5275904_522846,SRR5275904_396060,SRR5275902_288942,SRR5275903_408841,SRR5275919_99127,SRR5275900_258353,SRR5275906_622330,SRR5275900_296783,SRR5275906_82099,SRR5275919_164074,SRR5275907_261244,SRR5275907_525841,SRR5275902_350205,SRR5275903_70906,SRR5275908_240435,SRR5275908_438734
3294	Cluster_16468	Unassigned_SRR5275900_184390	7	12	SRR5275900,SRR5275904,SRR5275919,SRR5275903,SRR5275907,SRR5275906,SRR5275908	SRR5275900_184390,SRR5275900_30210,SRR5275904_490426,SRR5275919_413090,SRR5275903_304302,SRR5275907_16310,SRR5275919_174005,SRR5275906_507316,SRR5275919_519118,SRR5275907_74897,SRR5275900_315009,SRR5275908_383256
3295	Cluster_16472	Unassigned_SRR5275906_81918	6	12	SRR5275906,SRR5275919,SRR5275908,SRR5275904,SRR5275907,SRR5275903	SRR5275906_81918,SRR5275919_356349,SRR5275908_514665,SRR5275904_86948,SRR5275906_599177,SRR5275907_415542,SRR5275907_491786,SRR5275904_426073,SRR5275903_370379,SRR5275908_365577,SRR5275919_237382,SRR5275903_466653
3296	Cluster_16481	Unassigned_SRR5275907_596364	9	11	SRR5275907,SRR5275908,SRR5275900,SRR5275902,SRR5275927,SRR5275919,SRR5275925,SRR5275906,SRR5275904	SRR5275907_596364,SRR5275908_499360,SRR5275900_625658,SRR5275902_293930,SRR5275908_106624,SRR5275927_299641,SRR5275919_572936,SRR5275925_476502,SRR5275906_172413,SRR5275927_604349,SRR5275904_265848
3297	Cluster_16489	Unassigned_SRR5275919_969	6	11	SRR5275919,SRR5275906,SRR5275907,SRR5275904,SRR5275903,SRR5275908	SRR5275919_969,SRR5275906_51620,SRR5275907_413905,SRR5275904_451761,SRR5275919_188598,SRR5275903_385666,SRR5275908_276715,SRR5275906_548188,SRR5275904_430816,SRR5275907_210222,SRR5275908_61201
3298	Cluster_16491	Unassigned_SRR5275903_45398	9	10	SRR5275903,SRR11602038,SRR5275904,SRR5275907,SRR11601551,SRR11601863,SRR11601881,SRR11602041,ERR3130419	SRR5275903_45398,SRR11602038_413436,SRR5275904_62426,SRR5275907_431570,SRR11601551_6939,SRR11601863_121216,SRR11601881_184546,SRR11602041_1013,SRR11602038_250739,ERR3130419_16303
3299	Cluster_16492	Unassigned_SRR5275919_581320	6	10	SRR5275919,SRR5275906,SRR5275907,SRR5275908,SRR5275904,SRR5275903	SRR5275919_581320,SRR5275906_506805,SRR5275907_33422,SRR5275908_444980,SRR5275904_303469,SRR5275919_590484,SRR5275907_126868,SRR5275908_391533,SRR5275904_458166,SRR5275903_256707
3300	Cluster_16498	Unassigned_SRR5275897_388362	9	18	SRR5275897,SRR5275903,SRR5275919,SRR5275902,SRR5275906,SRR5275904,SRR5275900,SRR5275908,SRR5275907	SRR5275897_388362,SRR5275897_322840,SRR5275903_69401,SRR5275919_306041,SRR5275902_363572,SRR5275906_283544,SRR5275902_574616,SRR5275904_503663,SRR5275900_413405,SRR5275908_75321,SRR5275907_393761,SRR5275906_373288,SRR5275903_44692,SRR5275900_20341,SRR5275904_188443,SRR5275919_282218,SRR5275907_392943,SRR5275908_157143
3301	Cluster_16512	Unassigned_SRR5275908_318374	6	11	SRR5275908,SRR5275900,SRR5275906,SRR5275903,SRR5275907,SRR5275904	SRR5275908_318374,SRR5275900_263069,SRR5275906_95814,SRR5275903_304978,SRR5275907_253494,SRR5275904_245059,SRR5275904_566,SRR5275907_141223,SRR5275906_192476,SRR5275903_433759,SRR5275900_398410
3302	Cluster_16514	Unassigned_SRR5275925_389576	7	10	SRR5275925,SRR5275903,SRR5275919,SRR5275908,SRR5275902,SRR5275900,SRR5275906	SRR5275925_389576,SRR5275903_2350,SRR5275919_396255,SRR5275908_438401,SRR5275902_53230,SRR5275900_570806,SRR5275908_88011,SRR5275902_531098,SRR5275906_481460,SRR5275906_164968
3303	Cluster_16520	Unassigned_SRR5275903_479962	5	10	SRR5275903,SRR5275906,SRR5275908,SRR5275904,SRR5275907	SRR5275903_479962,SRR5275906_44167,SRR5275908_379497,SRR5275908_341688,SRR5275906_162610,SRR5275904_5647,SRR5275907_410624,SRR5275903_306564,SRR5275904_284943,SRR5275907_490097
3304	Cluster_16527	Unassigned_SRR5275908_322226	10	12	SRR5275908,SRR5275904,SRR5275897,SRR5275906,SRR5275903,SRR5275927,SRR5275925,SRR5275919,SRR5275907,SRR5275900	SRR5275908_322226,SRR5275904_343066,SRR5275897_14226,SRR5275906_590263,SRR5275903_256172,SRR5275927_543014,SRR5275925_487964,SRR5275927_369255,SRR5275919_471105,SRR5275925_243674,SRR5275907_525408,SRR5275900_176200
3305	Cluster_16530	Unassigned_SRR5275903_85127	5	10	SRR5275903,SRR5275904,SRR5275900,SRR5275908,SRR5275902	SRR5275903_85127,SRR5275904_466473,SRR5275900_104648,SRR5275903_13954,SRR5275900_194283,SRR5275908_277693,SRR5275904_128809,SRR5275902_168712,SRR5275902_133789,SRR5275908_449426
3306	Cluster_16537	Unassigned_SRR5275900_54421	8	15	SRR5275900,SRR5275903,SRR5275906,SRR5275897,SRR5275908,SRR5275902,SRR5275907,SRR5275919	SRR5275900_54421,SRR5275903_415185,SRR5275903_156672,SRR5275906_133536,SRR5275897_282565,SRR5275900_473231,SRR5275908_71889,SRR5275902_484477,SRR5275897_299098,SRR5275906_553691,SRR5275908_538049,SRR5275902_441546,SRR5275907_380597,SRR5275907_115202,SRR5275919_32439
3307	Cluster_16544	Unassigned_SRR5275908_264466	6	12	SRR5275908,SRR5275902,SRR5275919,SRR5275906,SRR5275903,SRR5275904	SRR5275908_264466,SRR5275902_527938,SRR5275919_191239,SRR5275906_44036,SRR5275906_349552,SRR5275908_121965,SRR5275903_462501,SRR5275903_71131,SRR5275919_348929,SRR5275902_159759,SRR5275904_401119,SRR5275904_286338
3308	Cluster_16546	Unassigned_SRR5275906_431301	6	12	SRR5275906,SRR5275907,SRR5275908,SRR5275904,SRR5275919,SRR5275903	SRR5275906_431301,SRR5275906_572230,SRR5275907_281036,SRR5275908_418269,SRR5275904_394827,SRR5275919_620313,SRR5275903_140219,SRR5275907_225589,SRR5275908_417731,SRR5275903_215440,SRR5275919_395410,SRR5275904_181563
3309	Cluster_16551	Unassigned_SRR5275897_391043	10	10	SRR5275897,SRR5275925,SRR5275902,SRR5275907,SRR5275919,SRR5275903,SRR5275906,SRR5275900,SRR5275904,SRR5275908	SRR5275897_391043,SRR5275925_290803,SRR5275902_544204,SRR5275907_13447,SRR5275919_131413,SRR5275903_508442,SRR5275906_348955,SRR5275900_347515,SRR5275904_54947,SRR5275908_306456
3310	Cluster_16559	Unassigned_SRR5275927_407260	8	10	SRR5275927,SRR5275919,SRR5275902,SRR5275907,SRR5275904,SRR5275908,SRR5275925,SRR5275900	SRR5275927_407260,SRR5275919_405614,SRR5275902_260551,SRR5275907_155290,SRR5275904_448576,SRR5275908_19081,SRR5275925_694483,SRR5275900_318126,SRR5275925_546102,SRR5275907_413287
3311	Cluster_16561	Unassigned_SRR5275907_386849	7	12	SRR5275907,SRR5275925,SRR5275919,SRR5275904,SRR5275908,SRR5275903,SRR5275900	SRR5275907_386849,SRR5275925_474031,SRR5275907_514250,SRR5275919_311641,SRR5275904_142176,SRR5275908_137847,SRR5275903_239810,SRR5275903_477496,SRR5275900_257217,SRR5275908_139885,SRR5275900_194770,SRR5275904_69744
3312	Cluster_16563	Unassigned_SRR5275919_233926	6	12	SRR5275919,SRR5275900,SRR5275897,SRR5275906,SRR5275907,SRR5275908	SRR5275919_233926,SRR5275900_10315,SRR5275919_414848,SRR5275900_405942,SRR5275897_400198,SRR5275906_386719,SRR5275906_303988,SRR5275907_308492,SRR5275897_108971,SRR5275907_592905,SRR5275908_260877,SRR5275908_173982
3313	Cluster_16566	Unassigned_SRR5275904_283759	6	12	SRR5275904,SRR5275919,SRR5275908,SRR5275903,SRR5275906,SRR5275907	SRR5275904_283759,SRR5275919_518704,SRR5275908_179754,SRR5275903_358592,SRR5275906_528903,SRR5275907_99762,SRR5275907_13985,SRR5275906_153348,SRR5275919_81205,SRR5275904_152268,SRR5275903_102869,SRR5275908_519573
3314	Cluster_16569	Unassigned_SRR5275925_20297	10	10	SRR5275925,SRR5275908,SRR5275900,SRR5275919,SRR5275907,SRR5275906,SRR5275904,SRR5275902,SRR5275903,SRR5275897	SRR5275925_20297,SRR5275908_262489,SRR5275900_121488,SRR5275919_431944,SRR5275907_142665,SRR5275906_228825,SRR5275904_531983,SRR5275902_478326,SRR5275903_185184,SRR5275897_427790
3315	Cluster_16573	Unassigned_SRR5275903_7528	7	11	SRR5275903,SRR5275907,SRR5275904,SRR5275919,SRR5275906,SRR5275897,SRR5275908	SRR5275903_7528,SRR5275907_164548,SRR5275904_112988,SRR5275904_459857,SRR5275919_507547,SRR5275906_209780,SRR5275897_334219,SRR5275908_552233,SRR5275907_183910,SRR5275906_101525,SRR5275919_100566
3316	Cluster_16578	Unassigned_SRR5275907_267153	6	12	SRR5275907,SRR5275903,SRR5275906,SRR5275908,SRR5275919,SRR5275904	SRR5275907_267153,SRR5275903_299266,SRR5275906_504715,SRR5275908_483863,SRR5275907_7926,SRR5275919_1676,SRR5275904_60993,SRR5275903_117862,SRR5275919_34254,SRR5275904_27957,SRR5275906_90961,SRR5275908_224897
3317	Cluster_16588	Unassigned_SRR5275908_256905	10	11	SRR5275908,SRR5275902,SRR5275897,SRR5275907,SRR5275900,SRR5275906,SRR5275927,SRR5275904,SRR5275903,SRR5275919	SRR5275908_256905,SRR5275902_215336,SRR5275897_361021,SRR5275908_465042,SRR5275907_485118,SRR5275900_141392,SRR5275906_280084,SRR5275927_388357,SRR5275904_195409,SRR5275903_370861,SRR5275919_443382
3318	Cluster_16590	Unassigned_SRR5275903_420635	8	14	SRR5275903,SRR5275904,SRR5275919,SRR5275908,SRR5275907,SRR5275906,SRR5275897,SRR5275925	SRR5275903_420635,SRR5275904_26327,SRR5275919_356228,SRR5275908_328872,SRR5275903_379618,SRR5275919_169733,SRR5275907_389042,SRR5275907_395602,SRR5275908_453511,SRR5275906_18829,SRR5275897_428772,SRR5275925_506122,SRR5275904_383682,SRR5275906_314085
3319	Cluster_16592	Unassigned_SRR5275897_60997	11	28	SRR5275897,SRR5275919,SRR5275908,SRR5275903,SRR5275900,SRR5275925,SRR5275927,SRR5275907,SRR5275902,SRR5275906,SRR5275904	SRR5275897_60997,SRR5275919_637235,SRR5275908_336991,SRR5275903_105142,SRR5275903_221471,SRR5275900_92195,SRR5275900_322356,SRR5275925_583728,SRR5275927_330222,SRR5275897_243994,SRR5275897_384385,SRR5275907_310031,SRR5275902_31526,SRR5275908_215180,SRR5275906_627233,SRR5275897_465957,SRR5275906_110441,SRR5275904_442262,SRR5275902_453777,SRR5275903_4882,SRR5275927_631374,SRR5275906_242261,SRR5275927_654246,SRR5275919_6728,SRR5275927_3709,SRR5275903_89360,SRR5275900_113800,SRR5275908_331516
3320	Cluster_16595	Unassigned_SRR5275903_15043	5	10	SRR5275903,SRR5275906,SRR5275919,SRR5275902,SRR5275904	SRR5275903_15043,SRR5275906_433917,SRR5275919_597091,SRR5275902_250825,SRR5275904_391562,SRR5275902_172142,SRR5275906_608331,SRR5275904_129788,SRR5275919_358000,SRR5275903_272401
3321	Cluster_16601	Unassigned_SRR5275904_348467	6	12	SRR5275904,SRR5275906,SRR5275897,SRR5275902,SRR5275900,SRR5275908	SRR5275904_348467,SRR5275906_422365,SRR5275897_387353,SRR5275897_6134,SRR5275904_241724,SRR5275902_272690,SRR5275900_311258,SRR5275908_209695,SRR5275908_501044,SRR5275906_440319,SRR5275902_452027,SRR5275900_467403
3322	Cluster_16603	Unassigned_SRR5275908_491591	5	10	SRR5275908,SRR5275906,SRR5275904,SRR5275907,SRR5275903	SRR5275908_491591,SRR5275906_122188,SRR5275904_214897,SRR5275907_107933,SRR5275904_219913,SRR5275903_277030,SRR5275908_494223,SRR5275903_104686,SRR5275906_180618,SRR5275907_508555
3323	Cluster_16604	Unassigned_SRR5275906_445634	6	10	SRR5275906,SRR5275900,SRR5275908,SRR5275902,SRR5275904,SRR5275919	SRR5275906_445634,SRR5275900_355360,SRR5275908_496066,SRR5275908_313416,SRR5275902_167495,SRR5275904_302996,SRR5275904_386314,SRR5275906_33566,SRR5275919_170794,SRR5275906_278550
3324	Cluster_16606	Unassigned_SRR5275908_221514	5	10	SRR5275908,SRR5275903,SRR5275904,SRR5275906,SRR5275907	SRR5275908_221514,SRR5275903_290069,SRR5275908_2714,SRR5275904_315621,SRR5275903_171600,SRR5275904_234699,SRR5275906_446251,SRR5275906_414682,SRR5275907_361409,SRR5275907_113433
3325	Cluster_16607	Unassigned_SRR5275906_96410	6	12	SRR5275906,SRR5275904,SRR5275903,SRR5275919,SRR5275902,SRR5275900	SRR5275906_96410,SRR5275904_128744,SRR5275906_278965,SRR5275903_218920,SRR5275919_514292,SRR5275903_41358,SRR5275902_225383,SRR5275902_328109,SRR5275900_365529,SRR5275900_35076,SRR5275919_638897,SRR5275904_226444
3326	Cluster_16608	Unassigned_SRR5275903_511438	10	17	SRR5275903,SRR5275906,SRR5275927,SRR5275907,SRR5275902,SRR5275908,SRR5275919,SRR5275897,SRR5275904,SRR5275900	SRR5275903_511438,SRR5275906_483,SRR5275927_187607,SRR5275907_360967,SRR5275902_536938,SRR5275908_205894,SRR5275919_478583,SRR5275908_207216,SRR5275897_65589,SRR5275904_252036,SRR5275900_208425,SRR5275907_512612,SRR5275897_257583,SRR5275900_345533,SRR5275906_280445,SRR5275919_277067,SRR5275902_61669
3327	Cluster_16618	Unassigned_SRR5275907_470639	8	11	SRR5275907,SRR5275908,SRR5275904,SRR5275906,SRR5275900,SRR5275903,SRR5275919,SRR5275902	SRR5275907_470639,SRR5275908_426960,SRR5275904_401102,SRR5275906_282998,SRR5275900_55413,SRR5275903_368165,SRR5275919_147960,SRR5275902_491894,SRR5275902_221080,SRR5275906_516877,SRR5275903_317168
3328	Cluster_16629	Unassigned_SRR5275897_312671	10	13	SRR5275897,SRR5275903,SRR5275908,SRR5275904,SRR5275925,SRR5275906,SRR5275902,SRR5275907,SRR5275900,SRR5275919	SRR5275897_312671,SRR5275903_204673,SRR5275903_441563,SRR5275908_540918,SRR5275897_320052,SRR5275904_330536,SRR5275925_484121,SRR5275906_564758,SRR5275902_380134,SRR5275907_474442,SRR5275900_191968,SRR5275919_118324,SRR5275919_194522
3329	Cluster_16633	Unassigned_SRR5275907_393465	7	11	SRR5275907,SRR5275906,SRR5275903,SRR5275925,SRR5275904,SRR5275900,SRR5275897	SRR5275907_393465,SRR5275906_228919,SRR5275903_500538,SRR5275906_30575,SRR5275907_35628,SRR5275925_278967,SRR5275904_229726,SRR5275900_560529,SRR5275900_308141,SRR5275897_58081,SRR5275900_286277
3330	Cluster_16643	Unassigned_SRR5275903_1496	7	12	SRR5275903,SRR5275919,SRR5275908,SRR5275907,SRR5275904,SRR5275906,SRR5275900	SRR5275903_1496,SRR5275919_204785,SRR5275908_37369,SRR5275907_328868,SRR5275908_97506,SRR5275907_519098,SRR5275904_61835,SRR5275906_607236,SRR5275903_141324,SRR5275900_279526,SRR5275900_150184,SRR5275904_484902
3331	Cluster_16650	Unassigned_SRR5275903_350947	8	15	SRR5275903,SRR5275900,SRR5275906,SRR5275908,SRR5275904,SRR5275897,SRR5275902,SRR5275907	SRR5275903_350947,SRR5275900_412896,SRR5275903_286349,SRR5275906_452985,SRR5275908_127838,SRR5275904_187003,SRR5275897_371572,SRR5275902_68066,SRR5275904_142569,SRR5275897_471858,SRR5275907_171802,SRR5275907_208132,SRR5275908_251556,SRR5275902_78734,SRR5275900_259539
3332	Cluster_16651	Unassigned_SRR5275904_371004	8	15	SRR5275904,SRR5275900,SRR5275906,SRR5275907,SRR5275908,SRR5275902,SRR5275903,SRR5275897	SRR5275904_371004,SRR5275900_439195,SRR5275906_137814,SRR5275900_386361,SRR5275907_220517,SRR5275907_534709,SRR5275908_5281,SRR5275902_321587,SRR5275903_140995,SRR5275903_426195,SRR5275906_153549,SRR5275908_180250,SRR5275904_182638,SRR5275902_501193,SRR5275897_184056
3333	Cluster_16663	Unassigned_SRR5275902_111889	11	11	SRR5275902,SRR5275925,SRR5275904,SRR5275903,SRR5275908,SRR5275906,SRR5275900,SRR5275919,SRR5275897,SRR5275907,SRR5275927	SRR5275902_111889,SRR5275925_734719,SRR5275904_183643,SRR5275903_259483,SRR5275908_171447,SRR5275906_129979,SRR5275900_353878,SRR5275919_532565,SRR5275897_98674,SRR5275907_206104,SRR5275927_238984
3334	Cluster_16672	Unassigned_SRR5275925_357567	8	17	SRR5275925,SRR5275900,SRR5275897,SRR5275907,SRR5275906,SRR5275919,SRR5275902,SRR5275927	SRR5275925_357567,SRR5275900_556578,SRR5275897_51995,SRR5275907_586962,SRR5275900_634688,SRR5275906_307600,SRR5275907_452346,SRR5275919_50871,SRR5275902_89390,SRR5275919_141787,SRR5275927_230432,SRR5275900_11418,SRR5275902_506820,SRR5275906_9719,SRR5275897_452352,SRR5275925_698642,SRR5275927_108794
3335	Cluster_16673	Unassigned_SRR5275903_264027	6	11	SRR5275903,SRR5275907,SRR5275906,SRR5275908,SRR5275919,SRR5275904	SRR5275903_264027,SRR5275907_377697,SRR5275906_532439,SRR5275908_474256,SRR5275919_208341,SRR5275904_336107,SRR5275907_285713,SRR5275908_313183,SRR5275903_173887,SRR5275906_123936,SRR5275904_59769
3336	Cluster_16706	Unassigned_SRR5275897_164718	8	11	SRR5275897,SRR5275904,SRR5275907,SRR5275902,SRR5275906,SRR5275900,SRR5275919,SRR5275908	SRR5275897_164718,SRR5275904_344036,SRR5275907_277211,SRR5275902_364932,SRR5275906_310825,SRR5275907_344665,SRR5275900_305185,SRR5275906_306562,SRR5275919_544668,SRR5275908_521637,SRR5275906_618037
3337	Cluster_16715	Unassigned_SRR5275906_122580	5	10	SRR5275906,SRR5275907,SRR5275904,SRR5275903,SRR5275919	SRR5275906_122580,SRR5275907_207700,SRR5275906_122203,SRR5275907_461102,SRR5275904_470506,SRR5275907_321477,SRR5275904_148654,SRR5275903_18202,SRR5275904_155528,SRR5275919_596354
3338	Cluster_16716	Unassigned_SRR5275902_68536	10	13	SRR5275902,SRR5275908,SRR5275904,SRR5275907,SRR5275925,SRR5275897,SRR5275927,SRR5275900,SRR5275906,SRR5275919	SRR5275902_68536,SRR5275908_548909,SRR5275902_179682,SRR5275904_71914,SRR5275907_84524,SRR5275925_494280,SRR5275897_146648,SRR5275927_698703,SRR5275900_343530,SRR5275906_409174,SRR5275907_13776,SRR5275907_588173,SRR5275919_477215
3339	Cluster_16719	Unassigned_SRR5275906_36995	6	10	SRR5275906,SRR5275908,SRR5275904,SRR5275919,SRR5275903,SRR5275907	SRR5275906_36995,SRR5275908_62875,SRR5275904_171005,SRR5275919_492647,SRR5275906_9877,SRR5275903_216915,SRR5275919_196332,SRR5275907_515737,SRR5275908_99296,SRR5275907_691
3340	Cluster_16721	Unassigned_SRR5275919_165116	7	16	SRR5275919,SRR5275925,SRR5275902,SRR5275908,SRR5275906,SRR5275900,SRR5275907	SRR5275919_165116,SRR5275925_644681,SRR5275902_347457,SRR5275908_249911,SRR5275906_190526,SRR5275925_400519,SRR5275900_65215,SRR5275900_458659,SRR5275900_329489,SRR5275902_216481,SRR5275925_436162,SRR5275907_119384,SRR5275900_602105,SRR5275925_32693,SRR5275902_517102,SRR5275919_213010
3341	Cluster_16727	Unassigned_SRR5275919_250492	7	12	SRR5275919,SRR5275900,SRR5275903,SRR5275907,SRR5275902,SRR5275908,SRR5275906	SRR5275919_250492,SRR5275919_601242,SRR5275900_570114,SRR5275903_413951,SRR5275903_507989,SRR5275900_545834,SRR5275907_38316,SRR5275902_85850,SRR5275902_501337,SRR5275907_450085,SRR5275908_423580,SRR5275906_579827
3342	Cluster_16728	Unassigned_SRR5275906_207352	8	26	SRR5275906,SRR5275907,SRR5275903,SRR5275900,SRR5275904,SRR5275908,SRR5275902,SRR5275919	SRR5275906_207352,SRR5275906_607374,SRR5275907_306303,SRR5275903_234758,SRR5275903_336160,SRR5275900_356201,SRR5275903_33365,SRR5275904_52749,SRR5275904_462981,SRR5275908_102702,SRR5275902_395490,SRR5275906_447099,SRR5275907_536459,SRR5275919_453922,SRR5275907_75859,SRR5275906_584827,SRR5275900_535885,SRR5275908_372226,SRR5275900_217660,SRR5275919_351777,SRR5275906_423543,SRR5275907_295642,SRR5275904_492737,SRR5275903_371063,SRR5275904_259380,SRR5275903_145335
3343	Cluster_16737	Unassigned_SRR5275897_331336	8	12	SRR5275897,SRR5275919,SRR5275906,SRR5275902,SRR5275908,SRR5275900,SRR5275907,SRR5275903	SRR5275897_331336,SRR5275919_295002,SRR5275906_588352,SRR5275897_410564,SRR5275902_353642,SRR5275908_535472,SRR5275900_46400,SRR5275900_575547,SRR5275908_346505,SRR5275906_162932,SRR5275907_492686,SRR5275903_387861
3344	Cluster_16744	Unassigned_SRR5275919_552428	6	12	SRR5275919,SRR5275900,SRR5275904,SRR5275908,SRR5275903,SRR5275906	SRR5275919_552428,SRR5275900_402864,SRR5275904_22929,SRR5275908_554669,SRR5275903_52302,SRR5275906_214364,SRR5275904_157967,SRR5275919_366705,SRR5275908_157178,SRR5275903_51014,SRR5275900_61819,SRR5275906_60833
3345	Cluster_16748	Unassigned_SRR5275903_246094	5	10	SRR5275903,SRR5275904,SRR5275906,SRR5275907,SRR5275908	SRR5275903_246094,SRR5275903_313810,SRR5275904_415999,SRR5275906_575100,SRR5275904_435272,SRR5275907_531825,SRR5275908_122247,SRR5275906_40244,SRR5275908_290664,SRR5275907_2027
3346	Cluster_16755	Unassigned_SRR5275906_430349	7	14	SRR5275906,SRR5275907,SRR5275908,SRR5275919,SRR5275902,SRR5275903,SRR5275904	SRR5275906_430349,SRR5275907_482400,SRR5275908_157223,SRR5275906_368975,SRR5275919_159985,SRR5275908_154781,SRR5275906_124236,SRR5275902_280509,SRR5275908_316238,SRR5275906_12996,SRR5275903_162653,SRR5275903_474972,SRR5275904_330930,SRR5275908_85064
3347	Cluster_16758	Unassigned_SRR5275906_508872	8	10	SRR5275906,SRR5275897,SRR5275900,SRR5275907,SRR5275903,SRR5275919,SRR5275904,SRR5275927	SRR5275906_508872,SRR5275897_285252,SRR5275900_401567,SRR5275907_97943,SRR5275903_167820,SRR5275919_417846,SRR5275904_160113,SRR5275903_222533,SRR5275927_646500,SRR5275906_166510
3348	Cluster_16766	Unassigned_SRR5275900_565370	9	18	SRR5275900,SRR5275902,SRR5275907,SRR5275919,SRR5275903,SRR5275904,SRR5275897,SRR5275906,SRR5275908	SRR5275900_565370,SRR5275902_232416,SRR5275900_433826,SRR5275907_195272,SRR5275919_565956,SRR5275903_481427,SRR5275904_300551,SRR5275919_565520,SRR5275897_344199,SRR5275906_93724,SRR5275897_294587,SRR5275902_353394,SRR5275908_379597,SRR5275907_258126,SRR5275908_44909,SRR5275903_105957,SRR5275906_253945,SRR5275904_306100
3349	Cluster_16767	Unassigned_SRR5275902_222465	8	10	SRR5275902,SRR5275900,SRR5275908,SRR5275897,SRR5275925,SRR5275904,SRR5275919,SRR5275907	SRR5275902_222465,SRR5275900_153256,SRR5275900_212697,SRR5275908_503995,SRR5275897_386293,SRR5275925_419801,SRR5275904_508627,SRR5275919_551546,SRR5275907_407079,SRR5275925_381482
3350	Cluster_16770	Unassigned_SRR5275903_404363	6	14	SRR5275903,SRR5275906,SRR5275908,SRR5275907,SRR5275919,SRR5275900	SRR5275903_404363,SRR5275906_331089,SRR5275908_340534,SRR5275907_251297,SRR5275908_395548,SRR5275919_595042,SRR5275908_314426,SRR5275900_621473,SRR5275919_107011,SRR5275906_501945,SRR5275900_228371,SRR5275900_105423,SRR5275907_286373,SRR5275907_16958
3351	Cluster_16774	Unassigned_SRR5275906_360708	10	10	SRR5275906,SRR5275903,SRR5275897,SRR5275908,SRR5275925,SRR5275902,SRR5275904,SRR5275900,SRR5275907,SRR5275919	SRR5275906_360708,SRR5275903_294720,SRR5275897_188375,SRR5275908_444753,SRR5275925_287020,SRR5275902_527116,SRR5275904_34702,SRR5275900_334294,SRR5275907_414069,SRR5275919_27408
3352	Cluster_16780	Unassigned_SRR5275900_1963	10	10	SRR5275900,SRR5275904,SRR5275897,SRR5275902,SRR5275906,SRR5275908,SRR5275907,SRR5275903,SRR5275925,SRR5275919	SRR5275900_1963,SRR5275904_301002,SRR5275897_282378,SRR5275902_180204,SRR5275906_495472,SRR5275908_5781,SRR5275907_365794,SRR5275903_439311,SRR5275925_403826,SRR5275919_68573
3353	Cluster_16784	Unassigned_SRR11601839_86170	9	10	SRR11601839,SRR5275904,SRR5275927,SRR5275906,SRR5275902,SRR11601551,SRR5275903,SRR5275925,SRR5275900	SRR11601839_86170,SRR5275904_177117,SRR5275927_520644,SRR5275927_192977,SRR5275906_59387,SRR5275902_189076,SRR11601551_43210,SRR5275903_320681,SRR5275925_495209,SRR5275900_331957
3354	Cluster_16785	Unassigned_SRR5275907_316478	10	10	SRR5275907,SRR5275908,SRR5275897,SRR5275900,SRR5275904,SRR5275903,SRR5275919,SRR5275906,SRR5275902,SRR5275925	SRR5275907_316478,SRR5275908_203415,SRR5275897_40867,SRR5275900_372736,SRR5275904_261943,SRR5275903_20789,SRR5275919_329323,SRR5275906_41096,SRR5275902_565443,SRR5275925_726797
3355	Cluster_16786	Unassigned_SRR5275904_517349	8	13	SRR5275904,SRR5275925,SRR5275908,SRR5275906,SRR5275903,SRR5275919,SRR5275902,SRR5275900	SRR5275904_517349,SRR5275925_680291,SRR5275925_789201,SRR5275908_30894,SRR5275906_607149,SRR5275908_399388,SRR5275903_78201,SRR5275903_164054,SRR5275919_556648,SRR5275904_333249,SRR5275902_259725,SRR5275900_438503,SRR5275900_206376
3356	Cluster_16798	Unassigned_SRR5275900_162831	9	16	SRR5275900,SRR5275897,SRR5275903,SRR5275907,SRR5275902,SRR5275906,SRR5275904,SRR5275919,SRR5275908	SRR5275900_162831,SRR5275897_409105,SRR5275903_151972,SRR5275907_564772,SRR5275900_126280,SRR5275902_112789,SRR5275906_619812,SRR5275902_364049,SRR5275906_278437,SRR5275904_234815,SRR5275903_445698,SRR5275919_36672,SRR5275919_210896,SRR5275904_467869,SRR5275907_494156,SRR5275908_326599
